,0
0,0.8310948310948311
1,0.8313593813593814
2,0.8376882376882377
3,0.8602157102157102
4,0.8522385022385024
5,0.8151607651607652
6,0.8143467643467645
7,0.8599511599511599
8,0.8374236874236874
9,0.8157102157102157
10,0.8223036223036223
11,0.8368742368742369
12,0.816015466015466
13,0.8157305657305658
14,0.8220187220187221
15,0.828897028897029
16,0.8297110297110297
17,0.8074888074888076
18,0.8302604802604803
19,0.851973951973952
20,0.8379527879527879
21,0.8302808302808302
22,0.8376882376882377
23,0.7931827431827431
24,0.8226088726088726
25,0.8154456654456654
26,0.794037444037444
27,0.8154456654456654
28,0.8154456654456654
29,0.8074684574684575
30,0.8377085877085877
31,0.8074888074888076
32,0.8374236874236874
33,0.8223239723239724
34,0.7926536426536426
35,0.8151811151811152
36,0.845095645095645
37,0.8008954008954008
38,0.8225681725681724
39,0.8074888074888076
40,0.8074888074888076
41,0.8225681725681726
42,0.8080179080179078
43,0.8223036223036223
44,0.8379527879527879
45,0.8305657305657306
46,0.8151811151811152
47,0.82999592999593
48,0.8228734228734229
49,0.8376882376882377
50,0.8366096866096868
51,0.792083842083842
52,0.8374236874236874
53,0.8302604802604803
54,0.8228734228734229
55,0.8006308506308507
56,0.8077330077330076
57,0.8308302808302809
58,0.8302808302808302
59,0.8223239723239721
60,0.822039072039072
61,0.784961334961335
62,0.8151811151811152
63,0.7844322344322343
64,0.7932234432234433
65,0.8376882376882377
66,0.8308302808302809
67,0.8294464794464794
68,0.8225681725681726
69,0.8080382580382581
70,0.8008954008954008
71,0.8305453805453805
72,0.8003459503459502
73,0.8231379731379732
74,0.8305657305657306
75,0.8072039072039072
76,0.8223036223036223
77,0.815160765160765
78,0.8297313797313798
79,0.8371387871387871
80,0.8080586080586081
81,0.837973137973138
82,0.8072039072039072
83,0.8461945461945461
84,0.8368742368742369
85,0.8154660154660155
86,0.8080382580382579
87,0.815160765160765
88,0.8014448514448513
89,0.8305657305657306
90,0.8157305657305658
91,0.8080382580382579
92,0.763003663003663
93,0.815160765160765
94,0.8077533577533578
95,0.8008954008954008
96,0.792938542938543
97,0.8151811151811152
98,0.8077533577533578
99,0.816015466015466
100,0.8308302808302809
101,0.8006308506308507
102,0.8223036223036223
103,0.8385022385022385
104,0.8003663003663004
105,0.7852462352462353
106,0.8000610500610501
107,0.7627187627187627
108,0.7855107855107855
109,0.8152014652014653
110,0.8151811151811152
111,0.8374033374033374
112,0.7786731786731786
113,0.816015466015466
114,0.8234432234432234
115,0.7781033781033782
116,0.8151811151811152
117,0.8080382580382579
118,0.8377085877085877
119,0.8083231583231584
120,0.8228734228734229
121,0.8228734228734229
122,0.7860805860805862
123,0.8154456654456655
124,0.8305453805453805
125,0.8088726088726089
126,0.7926536426536427
127,0.7932030932030931
128,0.8074888074888076
129,0.7860805860805861
130,0.8066748066748067
131,0.8374033374033374
132,0.8080382580382581
133,0.8151811151811152
134,0.7932030932030931
135,0.83001628001628
136,0.8083028083028083
137,0.8154456654456654
138,0.7934879934879935
139,0.7932030932030932
140,0.8456450956450956
141,0.823951973951974
142,0.8387871387871387
143,0.7858160358160358
144,0.7858160358160358
145,0.8000407000406999
146,0.8151404151404152
147,0.8225885225885227
148,0.8448310948310949
149,0.8231379731379732
150,0.8083028083028083
151,0.8006308506308507
152,0.792958892958893
153,0.8075091575091576
154,0.7921041921041921
155,0.8143874643874645
156,0.8377085877085877
157,0.8151811151811152
158,0.8083028083028083
159,0.8225885225885226
160,0.8086080586080586
161,0.8311151811151811
162,0.8151811151811152
163,0.8080382580382579
164,0.815995115995116
165,0.8146113146113146
166,0.8000814000814002
167,0.8080586080586081
168,0.8299959299959301
169,0.771001221001221
170,0.8231583231583232
171,0.8146113146113146
172,0.7932030932030932
173,0.8226088726088726
174,0.8080382580382579
175,0.7934879934879935
176,0.8157509157509159
177,0.8231786731786732
178,0.8003459503459502
179,0.8075091575091575
180,0.8008954008954008
181,0.8299959299959301
182,0.8151811151811152
183,0.8083231583231584
184,0.8162800162800163
185,0.8006308506308507
186,0.8231583231583232
187,0.8083231583231584
188,0.7855311355311356
189,0.8011803011803013
190,0.8308302808302809
191,0.814916564916565
192,0.8297313797313798
193,0.7858160358160358
194,0.8077533577533578
195,0.7852462352462352
196,0.8223443223443223
197,0.8151811151811152
198,0.8234228734228735
199,0.8305657305657306
200,0.8080586080586081
201,0.8152218152218152
202,0.8379934879934879
203,0.8225885225885226
204,0.7781237281237281
205,0.800915750915751
206,0.8011803011803013
207,0.806939356939357
208,0.7855514855514856
209,0.8154660154660155
210,0.7866503866503866
211,0.8162800162800163
212,0.7934879934879935
213,0.7926739926739927
214,0.7998168498168498
215,0.845095645095645
216,0.8154456654456654
217,0.7934879934879935
218,0.8083231583231584
219,0.7923687423687424
220,0.8234025234025234
221,0.8151607651607652
222,0.7863654863654863
223,0.8151811151811152
224,0.7778388278388277
225,0.8234432234432234
226,0.7635734635734635
227,0.8223443223443223
228,0.7997964997964997
229,0.8146316646316645
230,0.8305657305657306
231,0.8080789580789581
232,0.8297110297110297
233,0.8072039072039073
234,0.8234228734228735
235,0.8075091575091575
236,0.8459299959299958
237,0.7932030932030931
238,0.8003663003663004
239,0.8234025234025234
240,0.763024013024013
241,0.8006105006105007
242,0.800936100936101
243,0.8157509157509157
244,0.7923687423687424
245,0.8014652014652015
246,0.83001628001628
247,0.8223239723239724
248,0.8305657305657306
249,0.801180301180301
250,0.8154863654863655
251,0.8217745217745218
252,0.7778388278388279
253,0.8294464794464795
254,0.8294464794464794
255,0.8154660154660155
256,0.815995115995116
257,0.8083028083028083
258,0.8226088726088726
259,0.8371591371591371
260,0.8006308506308507
261,0.8154456654456655
262,0.7926739926739927
263,0.7844118844118844
264,0.816015466015466
265,0.8160358160358161
266,0.7781237281237281
267,0.8074888074888076
268,0.7781237281237281
269,0.8083231583231584
270,0.8448310948310949
271,0.801180301180301
272,0.7935083435083434
273,0.8376882376882377
274,0.8080382580382581
275,0.8302604802604803
276,0.8288970288970289
277,0.7857956857956857
278,0.8294464794464794
279,0.8151811151811152
280,0.8008954008954008
281,0.7855107855107855
282,0.8371387871387871
283,0.8083231583231584
284,0.7932437932437933
285,0.7855311355311356
286,0.792938542938543
287,0.8151811151811152
288,0.8006308506308507
289,0.8387871387871388
290,0.8006308506308507
291,0.8382580382580382
292,0.8374236874236874
293,0.792938542938543
294,0.8006308506308507
295,0.8522588522588522
296,0.7857956857956857
297,0.8374236874236874
298,0.8291819291819292
299,0.8077737077737078
300,0.792938542938543
301,0.8228734228734229
302,0.7926739926739927
303,0.8006308506308507
304,0.8083028083028083
305,0.8077533577533578
306,0.8292022792022792
307,0.8080382580382579
308,0.8154660154660155
309,0.8085877085877087
310,0.8157305657305656
311,0.8074888074888076
312,0.8151607651607652
313,0.7926739926739926
314,0.7926536426536426
315,0.8162800162800163
316,0.8448310948310948
317,0.8228530728530729
318,0.8066748066748067
319,0.7926536426536427
320,0.8075091575091575
321,0.8297313797313798
322,0.800936100936101
323,0.815995115995116
324,0.8000814000814002
325,0.8146520146520146
326,0.8297517297517297
327,0.800875050875051
328,0.8234228734228735
329,0.8297313797313798
330,0.8154660154660155
331,0.8368945868945868
332,0.7992673992673993
333,0.8085877085877087
334,0.8003663003663004
335,0.816015466015466
336,0.8154456654456654
337,0.8228530728530729
338,0.7844118844118844
339,0.83001628001628
340,0.8220390720390721
341,0.8074888074888076
342,0.8146316646316645
