,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_features,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
10,0.11883864402770997,0.004696907298661215,0.11009855270385742,0.0069793659928159115,gini,2,11,"{'criterion': 'gini', 'max_features': 2, 'n_estimators': 11}",0.7142857142857143,0.9629629629629629,0.8148148148148148,0.8846153846153846,0.8846153846153846,0.8507462686567164,0.08446099135453927,50,1.0,0.9906542056074766,1.0,0.9907407407407407,1.0,0.9962789892696435,0.0045573709653781306
11,0.12997708320617676,0.008639930298432996,0.10919361114501953,0.0035687711573578556,gini,2,21,"{'criterion': 'gini', 'max_features': 2, 'n_estimators': 21}",0.7142857142857143,0.9629629629629629,0.8148148148148148,0.8846153846153846,0.9230769230769231,0.8582089552238806,0.08871585523250158,21,1.0,0.9906542056074766,1.0,0.9907407407407407,0.9907407407407407,0.9944271374177915,0.004550332956757942
12,0.13794999122619628,0.005051606578239675,0.10861210823059082,0.0008624562709924051,gini,2,31,"{'criterion': 'gini', 'max_features': 2, 'n_estimators': 31}",0.6785714285714286,0.9629629629629629,0.8148148148148148,0.8846153846153846,0.9615384615384616,0.8582089552238806,0.10742597728061719,21,1.0,1.0,1.0,1.0,1.0,1.0,0.0
13,0.14408769607543945,0.008172985705638784,0.11168384552001953,0.004231164935668274,gini,2,41,"{'criterion': 'gini', 'max_features': 2, 'n_estimators': 41}",0.6785714285714286,0.9629629629629629,0.8518518518518519,0.8846153846153846,0.9615384615384616,0.8656716417910447,0.10541997422325176,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0
14,0.13690485954284667,0.001984928896961374,0.1354674816131592,0.024733611253682456,gini,2,51,"{'criterion': 'gini', 'max_features': 2, 'n_estimators': 51}",0.6785714285714286,0.9629629629629629,0.8518518518518519,0.8846153846153846,0.9230769230769231,0.8582089552238806,0.09956835654428133,21,1.0,1.0,1.0,1.0,1.0,1.0,0.0
15,0.14799957275390624,0.0038665903177720158,0.14416975975036622,0.0036701845114720053,gini,2,61,"{'criterion': 'gini', 'max_features': 2, 'n_estimators': 61}",0.6785714285714286,0.9629629629629629,0.8518518518518519,0.8846153846153846,0.9230769230769231,0.8582089552238806,0.09956835654428133,21,1.0,1.0,1.0,1.0,1.0,1.0,0.0
16,0.16529254913330077,0.0034872238825792807,0.10612525939941406,0.0005783188821711969,gini,2,71,"{'criterion': 'gini', 'max_features': 2, 'n_estimators': 71}",0.6785714285714286,0.9629629629629629,0.8148148148148148,0.8846153846153846,0.9230769230769231,0.8507462686567164,0.10114071323059909,50,1.0,1.0,1.0,1.0,1.0,1.0,0.0
17,0.1691441059112549,0.01487694265304438,0.10740900039672852,0.0023168514802726485,gini,2,81,"{'criterion': 'gini', 'max_features': 2, 'n_estimators': 81}",0.6785714285714286,0.9629629629629629,0.8518518518518519,0.8846153846153846,0.9230769230769231,0.8582089552238806,0.09956835654428133,21,1.0,1.0,1.0,1.0,1.0,1.0,0.0
18,0.15490374565124512,0.0018430372686795116,0.10998721122741699,0.0010155301208420407,gini,2,91,"{'criterion': 'gini', 'max_features': 2, 'n_estimators': 91}",0.7142857142857143,0.9629629629629629,0.8148148148148148,0.8846153846153846,0.9230769230769231,0.8582089552238806,0.08871585523250158,21,1.0,1.0,1.0,1.0,1.0,1.0,0.0
19,0.1978447437286377,0.039956947194051615,0.11740412712097167,0.011255797880741077,gini,2,101,"{'criterion': 'gini', 'max_features': 2, 'n_estimators': 101}",0.6785714285714286,0.9629629629629629,0.8518518518518519,0.8846153846153846,0.9615384615384616,0.8656716417910447,0.10541997422325176,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0
20,0.12798490524291992,0.00832767270329464,0.11060075759887696,0.005640723476394828,gini,3,11,"{'criterion': 'gini', 'max_features': 3, 'n_estimators': 11}",0.7142857142857143,0.9629629629629629,0.8888888888888888,0.8461538461538461,0.9615384615384616,0.8731343283582089,0.09276894713421491,1,0.9905660377358491,1.0,1.0,1.0,1.0,0.9981132075471699,0.003773584905660376
21,0.12397160530090331,0.007112344276254935,0.1069261074066162,0.0006638218688001792,gini,3,21,"{'criterion': 'gini', 'max_features': 3, 'n_estimators': 21}",0.7142857142857143,0.9629629629629629,0.8888888888888888,0.8846153846153846,0.8846153846153846,0.8656716417910447,0.08333003528638103,3,1.0,0.9813084112149533,1.0,0.9907407407407407,0.9907407407407407,0.9925579785392868,0.006984623658595697
22,0.12272210121154785,0.004897541144367553,0.10759177207946777,0.0013958005574112502,gini,3,31,"{'criterion': 'gini', 'max_features': 3, 'n_estimators': 31}",0.7142857142857143,0.9629629629629629,0.8888888888888888,0.8846153846153846,0.8846153846153846,0.8656716417910447,0.08333003528638103,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0
23,0.12465157508850097,0.003921469786673603,0.11016602516174316,0.0005814419312072163,gini,3,41,"{'criterion': 'gini', 'max_features': 3, 'n_estimators': 41}",0.6785714285714286,0.9629629629629629,0.8888888888888888,0.8461538461538461,0.9230769230769231,0.8582089552238806,0.09994134218854507,21,1.0,1.0,1.0,1.0,1.0,1.0,0.0
24,0.15802402496337892,0.00172784636636936,0.11799077987670899,0.0016379157555163214,gini,3,51,"{'criterion': 'gini', 'max_features': 3, 'n_estimators': 51}",0.7142857142857143,0.9629629629629629,0.8888888888888888,0.8461538461538461,0.8846153846153846,0.8582089552238806,0.08302100376558415,21,1.0,1.0,1.0,1.0,1.0,1.0,0.0
